8.6759E-02;1.7352E-06
8.6811E-02;1.7362E-06
8.6871E-02;1.7374E-06
8.6964E-02;1.7393E-06
8.6990E-02;1.7398E-06
8.7023E-02;1.7405E-06
8.7075E-02;1.7415E-06
8.7098E-02;1.7420E-06
8.7098E-02;1.7420E-06
8.7239E-02;1.7448E-06
8.7247E-02;1.7449E-06
8.7250E-02;1.7450E-06
8.7306E-02;1.7461E-06
8.7370E-02;1.7474E-06
8.7370E-02;1.7474E-06
8.7429E-02;1.7486E-06
8.7474E-02;1.7495E-06
8.7511E-02;1.7502E-06
8.7530E-02;1.7506E-06
8.7537E-02;1.7507E-06
8.7582E-02;1.7516E-06
8.7586E-02;1.7517E-06
8.7638E-02;1.7528E-06
8.7642E-02;1.7528E-06
8.7657E-02;1.7531E-06
8.7668E-02;1.7534E-06
8.7686E-02;1.7537E-06
8.7739E-02;1.7548E-06
8.7779E-02;1.7556E-06
8.7854E-02;1.7571E-06
8.7973E-02;1.7595E-06
8.8055E-02;1.7611E-06
8.8100E-02;1.7620E-06
8.8141E-02;1.7628E-06
8.8156E-02;1.7631E-06
8.8208E-02;1.7642E-06
8.8227E-02;1.7645E-06
8.8457E-02;1.7691E-06
8.8718E-02;1.7744E-06
8.8729E-02;1.7746E-06
8.8767E-02;1.7753E-06
8.8774E-02;1.7755E-06
8.8815E-02;1.7763E-06
8.8875E-02;1.7775E-06
8.8938E-02;1.7788E-06
8.8964E-02;1.7793E-06
8.9050E-02;1.7810E-06
8.9050E-02;1.7810E-06
8.9165E-02;1.7833E-06
8.9176E-02;1.7835E-06
8.9530E-02;1.7906E-06
8.9556E-02;1.7911E-06
8.9664E-02;1.7933E-06
8.9664E-02;1.7933E-06
8.9683E-02;1.7937E-06
8.9743E-02;1.7949E-06
9.0298E-02;1.8060E-06
9.0916E-02;1.8183E-06
9.1047E-02;1.8209E-06
9.1404E-02;1.8281E-06
